"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"CtG11A.1","2018-19","Rate of young people in detention","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average day","Rate per 10000 young people","Actual","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","18.7","15.3","37.8","50.4","25.9","8.0","11.9","29.1","28.3"
"CtG11A.1","2018-19","Rate of young people in detention","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average day","Rate per 10000 young people","Actual","Non-Indigenous young people","","10-17 years old","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset; ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1.4","1.6","1.4","1.1","1.1","1.5","1.6","0.4","1.4"
"CtG11A.1","2018-19","Rate of young people in detention","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average day","Number","Actual","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","AIHW (unpublished) Youth Justice National Minimum Dataset","no.","106.1","18.7","171.8","96.1","21.5","4.6","1.7","35.0","455.5"
"CtG11A.1","2018-19","Rate of young people in detention","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average day","Number","Actual","Non-Indigenous young people","","10-17 years old","","","AIHW (unpublished) Youth Justice National Minimum Dataset","no.","96.8","92.5","65.3","27.4","16.5","7.0","6.1","0.6","312.2"
"CtG11A.1","2018-19","Rate of young people in detention","10-17 years old","All people","Unknown Indigenous status","Young people in detention on an average day","Number","Actual","Unknown Indigenous status","","10-17 years old","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset","no.","1.6","0","0.1","0","0","0","0","0.1","1.8"
"CtG11A.1","2018","Rate of young people in detention","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in the population at 31 December","Number","Actual","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","Derived from ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","56642","12242","45401","19051","8304","5680","1445","12028","160817"
"CtG11A.1","2018","Rate of young people in detention","10-17 years old","All people","Non-Indigenous people","Young people in the population at 31 December","Number","Actual","Non-Indigenous young people","","10-17 years old","","","Derived from ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","700434","583796","471130","239001","154242","45548","37342","13853","2245710"
"CtG11A.1","2018-19","Rate of young people in detention","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average day","Rate per 10000 young people","Trajectory","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","..","..","..","..","..","..","..","..","28.3"
"CtG11A.1","2018-19","Rate of young people in detention","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average day","Rate per 10000 young people","Linear regression estimates","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","15.4","14.1","31.9","46.9","22.9","7.0","18.4","23.9","24.6"
"CtG11A.1","2018-19","Rate of young people in detention","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average day","Rate per 10000 young people","Linear regression estimates","Aboriginal and Torres Strait Islander young people","","10-17 years old","","95%CI","AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate (±)","3.3","3.0","9.2","8.0","5.2","1.5","16.3","15.1","2.9"
"CtG11A.1","2018-19 to 2023-24","Rate of young people in detention","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average day","Rate per 10000 young people","Estimated annual change","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate/year","0","-1.61","1.55","-3.76","-1.48","0","2.00","3.43","0"
"CtG11A.1","2018-19 to 2023-24","Rate of young people in detention","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average day","Rate per 10000 young people","Assessment of progress","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","Level","0","1","-1","1","1","0","-1","-1","0"
"CtG11A.1","2018-19 to 2023-24","Rate of young people in detention","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average day","Rate per 10000 young people","Confidence in assessment of progress","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","Level","High","High","Low","High","High","Low","Low","High","Low"
"CtG11A.1","2017-18","Rate of young people in detention","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average day","Rate per 10000 young people","Actual","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","21.8","15.7","34.5","54.4","34.8","6.1","27.6","32.1","29.7"
"CtG11A.1","2017-18","Rate of young people in detention","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average day","Rate per 10000 young people","Actual","Non-Indigenous young people","","10-17 years old","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset; ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1.6","1.7","1.2","1.5","1.0","1.4","2.3","0.2","1.5"
"CtG11A.1","2017-18","Rate of young people in detention","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average day","Number","Actual","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","AIHW (unpublished) Youth Justice National Minimum Dataset","no.","120.3","18.6","151.1","100.5","27.8","3.3","3.9","38.6","464.2"
"CtG11A.1","2017-18","Rate of young people in detention","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average day","Number","Actual","Non-Indigenous young people","","10-17 years old","","","AIHW (unpublished) Youth Justice National Minimum Dataset","no.","107.9","100.1","56.5","35.5","15.4","6.3","8.2","0.3","330.2"
"CtG11A.1","2017-18","Rate of young people in detention","10-17 years old","All people","Unknown Indigenous status","Young people in detention on an average day","Number","Actual","Unknown Indigenous status","","10-17 years old","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset","no.","2.1","0","0","0","0","0","0","0.7","2.8"
"CtG11A.1","2016-17","Rate of young people in detention","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average day","Rate per 10000 young people","Actual","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","22.3","17.5","30.9","54.5","40.6","3.8","16.2","29.2","28.9"
"CtG11A.1","2016-17","Rate of young people in detention","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average day","Rate per 10000 young people","Actual","Non-Indigenous young people","","10-17 years old","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset; ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1.4","1.7","1.1","1.4","1.0","1.6","1.8","1.7","1.4"
"CtG11A.1","2016-17","Rate of young people in detention","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average day","Number","Actual","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","AIHW (unpublished) Youth Justice National Minimum Dataset","no.","119.6","20.0","130.0","97.8","31.3","2.0","2.3","35.2","438.2"
"CtG11A.1","2016-17","Rate of young people in detention","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average day","Number","Actual","Non-Indigenous young people","","10-17 years old","","","AIHW (unpublished) Youth Justice National Minimum Dataset","no.","96.1","93.2","51.3","31.7","15.8","7.1","6.5","2.2","303.9"
