"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Service_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"17A.10","2021-22","Government expenditure","Young people","All people","All people","All areas","","2024-25 dollars","Government real recurrent expenditure","Per young person aged 10-17 years in the population","Total expenditure","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","412.51","544.90","711.03","439.66","310.86","517.37","721.77","4457.00","555.37"
"17A.10","2020-21","Government expenditure","Young people","All people","All people","All areas","Detention-based supervision","2024-25 dollars","Government real recurrent expenditure","","Detention-based services","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","172057","248801","189196","68121","41860","17839","22646","86194","846714"
"17A.10","2020-21","Government expenditure","Young people","All people","All people","All areas","Community-based supervision","2024-25 dollars","Government real recurrent expenditure","","Community-based services","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","85842","83627","149666","26468","8278","8177","5643","47060","414760"
"17A.10","2020-21","Government expenditure","Young people","All people","All people","All areas","Group conferencing","2024-25 dollars","Government real recurrent expenditure","","Group conferencing","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1213","3030","7836","25598","1875","103","1176","9203","50034"
"17A.10","2020-21","Government expenditure","Young people","All people","All people","All areas","","2024-25 dollars","Government real recurrent expenditure","","Total expenditure","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","259112","335458","346698","120187","52013","26119","29464","142457","1311508"
"17A.10","2020-21","Government expenditure","Young people","All people","All people","All areas","Detention-based supervision","2024-25 dollars","Government real recurrent expenditure","Per young person aged 10-17 years in the population","Detention-based services","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","219.82","403.84","350.63","249.77","249.80","337.75","550.80","3270.11","338.77"
"17A.10","2020-21","Government expenditure","Young people","All people","All people","All areas","Community-based supervision","2024-25 dollars","Government real recurrent expenditure","Per young person aged 10-17 years in the population","Community-based services","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","109.67","135.74","277.37","97.05","49.40","154.81","137.24","1785.40","165.94"
"17A.10","2020-21","Government expenditure","Young people","All people","All people","All areas","Group conferencing","2024-25 dollars","Government real recurrent expenditure","Per young person aged 10-17 years in the population","Group conferencing","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","1.55","4.92","14.52","93.86","11.19","1.95","28.59","349.17","20.02"
"17A.10","2020-21","Government expenditure","Young people","All people","All people","All areas","","2024-25 dollars","Government real recurrent expenditure","Per young person aged 10-17 years in the population","Total expenditure","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","331.05","544.50","642.51","440.68","310.39","494.51","716.63","5404.68","524.73"
"17A.10","2019-20","Government expenditure","Young people","All people","All people","All areas","Detention-based supervision","2024-25 dollars","Government real recurrent expenditure","","Detention-based services","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","173166","195942","148028","67153","47165","18621","22433","47672","720180"
"17A.10","2019-20","Government expenditure","Young people","All people","All people","All areas","Community-based supervision","2024-25 dollars","Government real recurrent expenditure","","Community-based services","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","88241","94034","177776","24176","9675","9127","5836","41107","449970"
"17A.10","2019-20","Government expenditure","Young people","All people","All people","All areas","Group conferencing","2024-25 dollars","Government real recurrent expenditure","","Group conferencing","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1214","2940","9464","23349","2132","90","1056","8671","48916"
"17A.10","2019-20","Government expenditure","Young people","All people","All people","All areas","","2024-25 dollars","Government real recurrent expenditure","","Total expenditure","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","262620","292915","335268","114678","58972","27837","29325","97450","1219066"
"17A.10","2019-20","Government expenditure","Young people","All people","All people","All areas","Detention-based supervision","2024-25 dollars","Government real recurrent expenditure","Per young person aged 10-17 years in the population","Detention-based services","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","224.74","321.87","280.25","253.37","285.45","357.71","562.34","1833.19","293.22"
"17A.10","2019-20","Government expenditure","Young people","All people","All people","All areas","Community-based supervision","2024-25 dollars","Government real recurrent expenditure","Per young person aged 10-17 years in the population","Community-based services","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","114.52","154.47","336.57","91.22","58.56","175.33","146.29","1580.72","183.21"
