"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"6A.18","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Theft from motor vehicle","","","","","ABS Crime Victimisation","%","52.4","59.9","60.3","42.0","48.4","55.0","63.6","50.0","53.9"
"6A.18","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Theft from motor vehicle","","","","95%CI","Derived from ABS Crime Victimisation","%","7.6","6.8","10.0","9.2","10.6","18.3","18.4","24.8","3.9"
"6A.18","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Malicious property damage","","","","","ABS Crime Victimisation","%","49.7","48.3","50.7","52.9","46.4","56.0","62.4","58.0","50.8"
"6A.18","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Malicious property damage","","","","95%CI","Derived from ABS Crime Victimisation","%","5.7","6.5","7.7","8.2","9.2","13.7","20.7","14.7","2.0"
"6A.18","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Other theft","","","","","ABS Crime Victimisation","%","28.2","41.4","37.0","34.8","36.7","44.0","65.4","66.7","37.1"
"6A.18","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Other theft","","","","95%CI","Derived from ABS Crime Victimisation","%","8.1","10.5","7.7","12.4","9.6","12.8","49.5","19.3","3.2"
"6A.18","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Break-in","","","","","ABS Crime Victimisation","%","69.2","79.0","72.7","79.1","67.0","64.0","50.0","77.3","73.5"
"6A.18","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Break-in","","","","95%CI","Derived from ABS Crime Victimisation","%","4.6","2.0","8.1","11.2","4.7","20.8","26.9","11.5","3.2"
"6A.18","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Attempted break-in","","","","","ABS Crime Victimisation","%","36.2","36.6","43.5","40.2","62.9","30.4","45.5","67.6","39.8"
"6A.18","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Attempted break-in","","","","95%CI","Derived from ABS Crime Victimisation","%","5.1","10.8","8.0","9.4","8.4","16.1","np","14.2","4.3"
"6A.18","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Motor vehicle theft","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","86.6"
"6A.18","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Motor vehicle theft","","","","95%CI","Derived from ABS Crime Victimisation","%","","","","","","","","","5.8"
"6A.18","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Theft from motor vehicle","","","","","ABS Crime Victimisation","%","51.7","55.0","50.0","46.0","52.7","35.9","60.3","63.0","52.6"
"6A.18","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Theft from motor vehicle","","","","95%CI","Derived from ABS Crime Victimisation","%","7.9","8.8","12.5","6.2","12.2","15.7","6.5","20.0","2.6"
"6A.18","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Malicious property damage","","","","","ABS Crime Victimisation","%","50.3","53.2","55.6","56.2","56.5","48.7","49.0","66.0","53.6"
"6A.18","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Malicious property damage","","","","95%CI","Derived from ABS Crime Victimisation","%","6.2","2.6","5.8","6.8","6.6","11.7","14.2","11.0","0.8"
"6A.18","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Other theft","","","","","ABS Crime Victimisation","%","32.4","45.8","28.9","40.3","39.8","38.2","17.9","25.0","36.8"
"6A.18","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Other theft","","","","95%CI","Derived from ABS Crime Victimisation","%","9.7","9.5","11.3","6.8","13.4","12.8","16.7","23.2","5.0"
"6A.18","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Break-in","","","","","ABS Crime Victimisation","%","77.0","73.2","83.2","75.5","79.4","76.5","84.4","77.5","77.2"
"6A.18","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Break-in","","","","95%CI","Derived from ABS Crime Victimisation","%","7.8","9.6","4.2","4.4","9.0","9.0","22.0","8.4","4.7"
"6A.18","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Attempted break-in","","","","","ABS Crime Victimisation","%","52.9","51.0","40.2","38.6","36.2","51.3","48.4","32.4","44.0"
"6A.18","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Attempted break-in","","","","95%CI","Derived from ABS Crime Victimisation","%","8.6","12.5","14.4","10.1","14.3","14.3","26.6","13.9","5.3"
"6A.18","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Motor vehicle theft","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","88.5"
"6A.18","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Motor vehicle theft","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","3.5"
"6A.18","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Theft from motor vehicle","","","","","ABS Crime Victimisation","%","56.0","55.2","52.0","51.2","47.2","52.5","50.0","40.9","53.1"
"6A.18","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Theft from motor vehicle","","","","95%CI","Derived from ABS Crime Victimisation","%","11.1","7.2","12.7","7.5","9.1","13.6","16.8","23.6","5.6"
"6A.18","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Malicious property damage","","","","","ABS Crime Victimisation","%","55.2","46.8","53.5","62.3","55.2","60.0","45.8","58.3","53.4"
"6A.18","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Malicious property damage","","","","95%CI","Derived from ABS Crime Victimisation","%","6.9","6.3","5.7","4.9","8.2","7.6","14.1","13.8","3.1"
"6A.18","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Other theft","","","","","ABS Crime Victimisation","%","36.8","40.6","41.2","41.4","32.6","32.4","24.4","45.5","38.2"
"6A.18","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Other theft","","","","95%CI","Derived from ABS Crime Victimisation","%","10.5","10.2","9.9","11.3","11.7","11.9","23.2","26.7","2.7"
"6A.18","2017-18","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Break-in","","","","","ABS Crime Victimisation","%","68.9","69.9","73.7","73.8","79.4","65.2","100.0","78.0","72.2"
"6A.18","2017-18","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Break-in","","","","95%CI","Derived from ABS Crime Victimisation","%","8.1","7.0","3.9","4.3","12.8","12.3","89.6","7.3","4.0"
"6A.18","2017-18","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Attempted break-in","","","","","ABS Crime Victimisation","%","36.3","31.0","43.7","45.5","51.9","48.7","55.6","58.1","38.7"
"6A.18","2017-18","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Attempted break-in","","","","95%CI","Derived from ABS Crime Victimisation","%","10.2","8.4","10.7","8.6","15.9","16.2","31.8","12.1","4.5"
"6A.18","2017-18","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Motor vehicle theft","","","","","ABS Crime Victimisation","%","94.0","93.0","100.0","84.5","100.0","100.0","100.0","62.5","94.5"
"6A.18","2017-18","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Motor vehicle theft","","","","95%CI","Derived from ABS Crime Victimisation","%","13.8","7.7","0","22.5","0","95.5","0","49.7","4.3"
"6A.18","2017-18","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Theft from motor vehicle","","","","","ABS Crime Victimisation","%","48.2","59.2","61.2","51.7","61.0","50.0","45.6","32.1","54.2"
"6A.18","2017-18","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Theft from motor vehicle","","","","95%CI","Derived from ABS Crime Victimisation","%","8.4","6.4","9.8","6.7","8.4","15.0","16.6","15.7","3.4"
"6A.18","2017-18","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Malicious property damage","","","","","ABS Crime Victimisation","%","47.3","49.2","52.5","59.9","55.9","58.1","55.5","62.5","51.7"
"6A.18","2017-18","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Malicious property damage","","","","95%CI","Derived from ABS Crime Victimisation","%","6.8","4.6","6.5","2.3","11.1","10.6","10.7","7.6","2.6"
