"Table_Number","Year","Measure","Indigenous_Status","Law_Enforced","Court_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust cts","Aust"
"7A.21","2021-22","Backlog","All people","Civil","Magistrates' (excl. children's)","","Backlog; civil; at 30 June","","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","Pending case load","Derived from Australian state and territory court authorities and departments (unpublished)","no.","41455","19937","17307","9640","7899","2444","916","500","..",""
"7A.21","2021-22","Backlog","All people","Civil","Magistrates' (excl. children's)","","Backlog; civil; at 30 June","","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","Cases >6 months","Derived from Australian state and territory court authorities and departments (unpublished)","no.","4640","9537","7269","3868","2417","1038","266","340","..",""
"7A.21","2021-22","Backlog","All people","Civil","Magistrates' (excl. children's)","","Backlog; civil; at 30 June","","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","Cases >12 months","Australian state and territory court authorities and departments (unpublished)","no.","786","7254","1897","1489","692","317","61","214","..",""
"7A.21","2021-22","Backlog","All people","Civil","Magistrates' (excl. children's)","","Backlog; civil; at 30 June","","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","Cases >6 months","Derived from Australian state and territory court authorities and departments (unpublished)","%","11.2","47.8","42.0","40.1","30.6","42.5","29.0","68.0","..",""
"7A.21","2021-22","Backlog","All people","Civil","Magistrates' (excl. children's)","","Backlog; civil; at 30 June","","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","Cases >12 months","Derived from Australian state and territory court authorities and departments (unpublished)","%","1.9","36.4","11.0","15.4","8.8","13.0","6.7","42.8","..",""
"7A.21","2021-22","Backlog","All people","Civil","Children's","","Backlog; civil; at 30 June","","Magistrates' courts","Children's courts","","Pending case load","Derived from Australian state and territory court authorities and departments (unpublished)","no.","4837","2896","2225","554","522","27","136","303","..",""
"7A.21","2021-22","Backlog","All people","Civil","Children's","","Backlog; civil; at 30 June","","Magistrates' courts","Children's courts","","Cases >6 months","Derived from Australian state and territory court authorities and departments (unpublished)","no.","2109","1030","1075","232","243","12","74","250","..",""
"7A.21","2021-22","Backlog","All people","Civil","Children's","","Backlog; civil; at 30 June","","Magistrates' courts","Children's courts","","Cases >12 months","Australian state and territory court authorities and departments (unpublished)","no.","785","413","422","104","76","3","23","214","..",""
"7A.21","2021-22","Backlog","All people","Civil","Children's","","Backlog; civil; at 30 June","","Magistrates' courts","Children's courts","","Cases >6 months","Derived from Australian state and territory court authorities and departments (unpublished)","%","43.6","35.6","48.3","41.9","46.6","44.4","54.4","82.5","..",""
"7A.21","2021-22","Backlog","All people","Civil","Children's","","Backlog; civil; at 30 June","","Magistrates' courts","Children's courts","","Cases >12 months","Derived from Australian state and territory court authorities and departments (unpublished)","%","16.2","14.3","19.0","18.8","14.6","11.1","16.9","70.6","..",""
"7A.21","2021-22","Backlog","All people","Civil","Federal Court of Australia","","Backlog; civil; at 30 June","","Federal Court of Australia","","Appeal","Pending case load","Derived from Australian state and territory court authorities and departments (unpublished)","no.","..","..","..","..","..","..","..","..","966",""
"7A.21","2021-22","Backlog","All people","Civil","Federal Court of Australia","","Backlog; civil; at 30 June","","Federal Court of Australia","","Appeal","Cases >12 months","Derived from Australian state and territory court authorities and departments (unpublished)","no.","..","..","..","..","..","..","..","..","488",""
"7A.21","2021-22","Backlog","All people","Civil","Federal Court of Australia","","Backlog; civil; at 30 June","","Federal Court of Australia","","Appeal","Cases >24 months","Australian state and territory court authorities and departments (unpublished)","no.","..","..","..","..","..","..","..","..","188",""
"7A.21","2021-22","Backlog","All people","Civil","Federal Court of Australia","","Backlog; civil; at 30 June","","Federal Court of Australia","","Appeal","Cases >12 months","Derived from Australian state and territory court authorities and departments (unpublished)","%","..","..","..","..","..","..","..","..","50.5",""
"7A.21","2021-22","Backlog","All people","Civil","Federal Court of Australia","","Backlog; civil; at 30 June","","Federal Court of Australia","","Appeal","Cases >24 months","Derived from Australian state and territory court authorities and departments (unpublished)","%","..","..","..","..","..","..","..","..","19.5",""
"7A.21","2021-22","Backlog","All people","Civil","Federal Court of Australia","","Backlog; civil; at 30 June","","Federal Court of Australia","","Non-appeal","Pending case load","Derived from Australian state and territory court authorities and departments (unpublished)","no.","..","..","..","..","..","..","..","..","2833",""
"7A.21","2021-22","Backlog","All people","Civil","Federal Court of Australia","","Backlog; civil; at 30 June","","Federal Court of Australia","","Non-appeal","Cases >12 months","Derived from Australian state and territory court authorities and departments (unpublished)","no.","..","..","..","..","..","..","..","..","1377",""
"7A.21","2021-22","Backlog","All people","Civil","Federal Court of Australia","","Backlog; civil; at 30 June","","Federal Court of Australia","","Non-appeal","Cases >24 months","Australian state and territory court authorities and departments (unpublished)","no.","..","..","..","..","..","..","..","..","797",""
"7A.21","2021-22","Backlog","All people","Civil","Federal Court of Australia","","Backlog; civil; at 30 June","","Federal Court of Australia","","Non-appeal","Cases >12 months","Derived from Australian state and territory court authorities and departments (unpublished)","%","..","..","..","..","..","..","..","..","48.6",""
"7A.21","2021-22","Backlog","All people","Civil","Federal Court of Australia","","Backlog; civil; at 30 June","","Federal Court of Australia","","Non-appeal","Cases >24 months","Derived from Australian state and territory court authorities and departments (unpublished)","%","..","..","..","..","..","..","..","..","28.1",""
"7A.21","2021-22","Backlog","All people","Civil","Federal Court of Australia","","Backlog; civil; at 30 June","","Federal Court of Australia","","Appeal and non-appeal","Pending case load","Derived from Australian state and territory court authorities and departments (unpublished)","no.","..","..","..","..","..","..","..","..","3799",""
"7A.21","2021-22","Backlog","All people","Civil","Federal Court of Australia","","Backlog; civil; at 30 June","","Federal Court of Australia","","Appeal and non-appeal","Cases >12 months","Derived from Australian state and territory court authorities and departments (unpublished)","no.","..","..","..","..","..","..","..","..","1865",""
"7A.21","2021-22","Backlog","All people","Civil","Federal Court of Australia","","Backlog; civil; at 30 June","","Federal Court of Australia","","Appeal and non-appeal","Cases >24 months","Derived from Australian state and territory court authorities and departments (unpublished)","no.","..","..","..","..","..","..","..","..","985",""
"7A.21","2021-22","Backlog","All people","Civil","Federal Court of Australia","","Backlog; civil; at 30 June","","Federal Court of Australia","","Appeal and non-appeal","Cases >12 months","Derived from Australian state and territory court authorities and departments (unpublished)","%","..","..","..","..","..","..","..","..","49.1",""
"7A.21","2021-22","Backlog","All people","Civil","Federal Court of Australia","","Backlog; civil; at 30 June","","Federal Court of Australia","","Appeal and non-appeal","Cases >24 months","Derived from Australian state and territory court authorities and departments (unpublished)","%","..","..","..","..","..","..","..","..","25.9",""
"7A.21","2021-22","Backlog","All people","Civil","Family/FCFCOA (Division 1) and FCFCOA (Division 2)","","Backlog; civil; at 30 June","","WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2)","Family law matters","Appeal","Pending case load","Derived from Australian state and territory court authorities and departments (unpublished)","no.","..","..","..","3","..","..","..","..","na",""
"7A.21","2021-22","Backlog","All people","Civil","Family/FCFCOA (Division 1) and FCFCOA (Division 2)","","Backlog; civil; at 30 June","","WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2)","Family law matters","Appeal","Cases >12 months","Derived from Australian state and territory court authorities and departments (unpublished)","no.","..","..","..","0","..","..","..","..","na",""
"7A.21","2021-22","Backlog","All people","Civil","Family/FCFCOA (Division 1) and FCFCOA (Division 2)","","Backlog; civil; at 30 June","","WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2)","Family law matters","Appeal","Cases >24 months","Derived from Australian state and territory court authorities and departments (unpublished)","no.","..","..","..","0","..","..","..","..","na",""
"7A.21","2021-22","Backlog","All people","Civil","Family/FCFCOA (Division 1) and FCFCOA (Division 2)","","Backlog; civil; at 30 June","","WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2)","Family law matters","Appeal","Cases >12 months","Derived from Australian state and territory court authorities and departments (unpublished)","%","..","..","..","0","..","..","..","..","na",""
