"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","CS_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"8A.5","2023-24","Prisoner population","Adults","All people","Non-Indigenous people","Prison","","Age-standardised imprisonment rate per 100000 adults","Non-Indigenous","","","","Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate (AS)","143.7","103.0","172.9","196.7","180.1","161.2","71.3","176.8","145.6"
"8A.5","2022-23","Prisoner population","Adults","All people","Aboriginal and Torres Strait Islander people","Prison","","Prisoner population","Aboriginal and Torres Strait Islander","","","","Derived from State and territory governments (unpublished)","no.","3646","800","3607","2667","741","152","112","1766","13492"
"8A.5","2022-23","Prisoner population","Adults","All people","Non-Indigenous people","Prison","","Prisoner population","Non-Indigenous","","","","Derived from State and territory governments (unpublished)","no.","8763","5650","6258","3685","2212","508","276","239","27590"
"8A.5","2022-23","Prisoner population","Adults","All people","All people","Prison","","Prisoner population","All prisoners","","","","Derived from State and territory governments (unpublished)","no.","12521","6611","9865","6352","3074","676","389","2005","41492"
"8A.5","2022-23","Prisoner population","Adults","All people","Aboriginal and Torres Strait Islander people","Prison","","Crude imprisonment rate per 100000 adults","Aboriginal and Torres Strait Islander","","","","Derived from State and territory governments (unpublished); ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1731.1","1598.6","2123.1","3484.3","2282.3","708.3","1745.6","3400.7","2177.4"
"8A.5","2022-23","Prisoner population","Adults","All people","Non-Indigenous people","Prison","","Crude imprisonment rate per 100000 adults","Non-Indigenous","","","","Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","140.5","108.2","156.5","174.6","155.1","116.7","77.5","174.5","138.5"
"8A.5","2022-23","Prisoner population","Adults","All people","All people","Prison","","Crude imprisonment rate per 100000 adults","All prisoners","","","","Derived from State and territory governments (unpublished); ABS National state and territory population - December","rate","194.2","125.4","236.7","290.4","210.8","147.8","107.2","1062.9","201.9"
"8A.5","2022-23","Prisoner population","Adults","All people","Aboriginal and Torres Strait Islander people","Prison","","Age-standardised imprisonment rate per 100000 adults","Aboriginal and Torres Strait Islander","","","","Derived from State and territory governments (unpublished); ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate (AS)","1449.4","1288.1","1754.6","2861.6","1870.0","632.8","1320.4","2776.8","1802.8"
"8A.5","2022-23","Prisoner population","Adults","All people","Non-Indigenous people","Prison","","Age-standardised imprisonment rate per 100000 adults","Non-Indigenous","","","","Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate (AS)","154.2","114.5","173.9","191.8","179.8","141.3","74.1","167.9","151.2"
"8A.5","2021-22","Prisoner population","Adults","All people","Aboriginal and Torres Strait Islander people","Prison","","Prisoner population","Aboriginal and Torres Strait Islander","","","","Derived from State and territory governments (unpublished)","no.","3467","715","3442","2565","728","154","101","1609","12782"
"8A.5","2021-22","Prisoner population","Adults","All people","Non-Indigenous people","Prison","","Prisoner population","Non-Indigenous","","","","Derived from State and territory governments (unpublished)","no.","8906","5800","6147","3821","2227","479","285","256","27922"
"8A.5","2021-22","Prisoner population","Adults","All people","All people","Prison","","Prisoner population","All prisoners","","","","Derived from State and territory governments (unpublished)","no.","12491","6765","9589","6386","3049","642","389","1866","41176"
"8A.5","2021-22","Prisoner population","Adults","All people","Aboriginal and Torres Strait Islander people","Prison","","Crude imprisonment rate per 100000 adults","Aboriginal and Torres Strait Islander","","","","Derived from State and territory governments (unpublished); ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1684.2","1466.9","2081.3","3425.8","2290.0","732.4","1624.0","3149.2","2111.9"
"8A.5","2021-22","Prisoner population","Adults","All people","Non-Indigenous people","Prison","","Crude imprisonment rate per 100000 adults","Non-Indigenous","","","","Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","145.7","113.8","157.4","185.7","158.9","110.5","81.6","187.8","143.2"
"8A.5","2021-22","Prisoner population","Adults","All people","All people","Prison","","Crude imprisonment rate per 100000 adults","All prisoners","","","","Derived from State and territory governments (unpublished); ABS National state and territory population - December","rate","197.7","131.5","235.5","299.5","212.6","141.1","109.5","994.8","204.8"
"8A.5","2021-22","Prisoner population","Adults","All people","Aboriginal and Torres Strait Islander people","Prison","","Age-standardised imprisonment rate per 100000 adults","Aboriginal and Torres Strait Islander","","","","Derived from State and territory governments (unpublished); ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate (AS)","1409.9","1182.4","1716.1","2802.3","1870.1","652.1","1232.4","2558.2","1745.3"
"8A.5","2021-22","Prisoner population","Adults","All people","Non-Indigenous people","Prison","","Age-standardised imprisonment rate per 100000 adults","Non-Indigenous","","","","Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate (AS)","161.6","121.5","175.4","204.5","185.0","132.2","78.5","179.4","157.5"
"8A.5","2020-21","Prisoner population","Adults","All people","Aboriginal and Torres Strait Islander people","Prison","","Prisoner population","Aboriginal and Torres Strait Islander","","","","Derived from State and territory governments (unpublished)","no.","3445","752","3278","2663","731","144","100","1486","12599"
"8A.5","2020-21","Prisoner population","Adults","All people","Non-Indigenous people","Prison","","Prisoner population","Non-Indigenous","","","","Derived from State and territory governments (unpublished)","no.","9446","6231","6198","3999","2208","491","308","261","29143"
"8A.5","2020-21","Prisoner population","Adults","All people","All people","Prison","","Prisoner population","All prisoners","","","","Derived from State and territory governments (unpublished)","no.","12966","7138","9476","6662","3049","640","411","1748","42090"
